Rank;Value;Player Name;Status;Games Played;Total Minutes;PTS;TPM;REB;AST;STL;BLK;TOV;FG%;FGA;FT%;FTA;zPTS;zTPM;zAST;zREB;zSTL;zBLK;zTOV;zFG%;zFT%
15;0.8055116781090125;Nikola Vučević;Unrestricted Free Agent;72;2131.2000000000003;1209.6000000000001;116.38080000000001;714.96;259.2;59.76;51.12;115.2;0.51;981.36;0.81;115.92;1.22527669157703;0.6893039639829133;0.8921422887094375;2.6050555944374403;0.5755130956954978;0.8185502365027033;-0.6862837645842627;1.2528983387577894;-0.12285134209743603
16;0.795173516815903;Chet Holmgren;;68;2006;1128.8000000000002;112.40399999999998;570.52;169.32000000000002;53.72;154.36;123.76;0.51;772.48;0.77;300.56;1.0622019413156252;0.6293761853452048;0.23134991482469028;1.823854865910113;0.3780951043720178;4.289944556085549;-0.8261326894686496;0.9660687040497817;-1.3981969310912052
17;0.7841519473051408;Anthony Davis;;64;2124.8;1536;61.8496;622.72;275.84;68.48;144;176.64;0.5;1121.28;0.78;445.44;1.8840340985735955;-0.13244560412425566;1.014478571547023;2.1061774775767326;0.860527149394297;3.9415946417996297;-1.690059225436684;1.0781561550831564;-2.0050957386672272
18;0.7632525857743588;Myles Turner;New Contract;74;2331;1235.8;184.4672;472.12;128.02;62.16;154.66;143.56;0.48;894.66;0.77;264.92;1.2781548903004059;1.7153215427996626;-0.07228521024696165;1.291660517481084;0.65395733065847;4.300031908815836;-1.149615015719918;0.2556584428100377;-1.4036111349293858
19;0.7559522462252233;Rudy Gobert;;72;2325.6;864;0;802.8000000000001;124.56;57.6;101.52;87.12;0.67;514.8000000000001;0.67;268.56;0.5277688488747833;-1.0644786803742035;-0.09772292290429622;3.080136403035062;0.504913284228823;2.5132254951909583;-0.22752701099155448;3.3072690520845973;-1.7400142531171603
20;0.7471341699428276;Karl-Anthony Towns;Restricted Free Agent, New Contract;71;2350.1;1668.5;142.24139999999997;751.18;209.45000000000002;68.16;48.989999999999995;189.57;0.53;1145.94;0.84;381.27;2.1514524699799833;1.0790063156823482;0.5263832700093244;2.800950709275849;0.8500679180659004;0.7469300321176638;-1.9013029869734972;2.228788193799063;-1.7580683924711857
21;0.7465756756413846;LeBron James;Unrestricted Free Agent;69;2373.6;1704.3;154.698;500.25;508.53000000000003;72.45;37.95;236.67000000000002;0.52;1230.96;0.79;340.86;2.2237058865561994;1.2667191419191408;2.725201507453141;1.4438010359903175;0.9902869880622134;0.37571545164309406;-2.6707988236621216;1.9984079817419824;-1.633858088931506
22;0.7391971023199441;Keegan Murray;Unrestricted Free Agent, New Team;79;2717.6;1027;200.88119999999998;481.9;116.13;64.78;75.05;53.720000000000006;0.46;851.62;0.84;52.93;0.856743902001132;1.9626698023448597;-0.15969977773127023;1.3445554435749447;0.7395922871597147;1.6231847392886147;0.3181451959171512;-0.31848763285294945;0.2860699611772988
23;0.7255112554048586;Alex Sarr;;76;2325.6;1383.2;140.0832;590.52;248.52;69.92;137.56;151.24;0.46;1125.56;0.72;281.2;1.5756452144158895;1.046483651264751;0.8136235687151218;1.9320244489241434;0.9075936903720802;3.7250528031894636;-1.2750869483264708;-0.39047818651321853;-1.8052569433980317
24;0.7215633439906429;Jalen Williams;;71;2300.4;1654.3;138.1376;381.98;385.53;117.86;48.989999999999995;161.88;0.49;1230.4299999999998;0.81;367.78;2.122793293572657;1.0171647299919877;1.820912878305122;0.8041402068368494;2.47451728375745;0.7469300321176638;-1.4489178549584656;0.7897345485778934;-1.8332050222853717
25;0.7193892481576848;Deandre Ayton;New Team;67;2043.5;1206;9.648;628.46;103.85000000000001;58.29;64.32;117.25;0.59;922.5899999999999;0.73;143.38;1.2180109848822145;-0.9190896217600897;-0.24998160184458454;2.1372221479017592;0.5274660017806774;1.2623937566353414;-0.7197756215951263;3.58713249349756;-0.3688753060785893
26;0.7123325397645335;Alperen Sengun;;74;2331;1605.8;33.388799999999996;786.62;564.62;92.5;71.03999999999999;192.4;0.51;1204.72;0.69;511.34000000000003;2.024908078378621;-0.5613312715583946;3.1375718262247867;2.9926272103767113;1.6456232009820435;1.4883504577937752;-1.947538087139714;1.5596116057454417;-3.928830162922469
27;0.6990238508879724;Kevin Durant;Unrestricted Free Agent, New Team;65;1696.5;1690;192.465;344.5;298.34999999999997;53.949999999999996;59.15;195.64999999999998;0.52;1171.95;0.87;329.55;2.1948448849629068;1.8358431652067897;1.1799707426211847;0.6014304082685564;0.38561267688930256;1.0885550445833916;-2.000634933620351;1.8980689008762135;-0.8924762317962434
28;0.6902474888620179;Cade Cunningham;;75;2632.5;2062.5;175.5;427.5;700.5;81;54.75;312.75;0.48;1570.5;0.85;433.5;2.946643702690299;1.5801916955355166;4.136553443530744;1.0503341777767823;1.2697445751178018;0.9406072045391789;-3.913755156045784;0.5203130166446645;-2.3184052600310423
29;0.6888499354054072;Josh Giddey;New Contract;75;2557.5;1425;126.08999999999999;689.25;680.25;94.5;47.25;266.25;0.48;1036.5;0.79;385.5;1.660008142150131;0.8356152666255492;3.987676657024668;2.466003595472904;1.7109933967845203;0.6884233862819981;-3.1540618140920467;0.3112020696339935;-2.306211281233052
30;0.6742477011782362;Jalen Johnson;;61;2171.6;1140.7;70.455;586.8199999999999;319.64;92.72;58.559999999999995;173.23999999999998;0.51;908.9;0.75;201.29999999999998;1.086219138445708;-0.002767846558138871;1.3364935468046102;1.9120130760665475;1.652813922520316;1.0687165842138264;-1.6345117552723245;1.1533977866180822;-0.5041451422345012
31;0.6665249820201358;Kel'el Ware;;73;2014.8000000000002;868.7;55.699;726.3499999999999;95.63000000000001;54.019999999999996;89.78999999999999;81.76;0.54;668.6800000000001;0.68;133.59;0.5372546326152364;-0.2251311289907533;-0.3104145492559399;2.6666581719639297;0.38790063374238926;2.118810003436727;-0.13995805802656458;1.4798993064851333;-0.5162941737889374
32;0.6548261899636989;Stephen Curry;;65;2119;1638;296.6145;295.1;386.75;65;26;178.10000000000002;0.46;1164.8000000000002;0.94;288.6;2.0898957882600224;3.4053081071772136;1.8298822451958587;0.33425153822390163;0.7467830086979872;-0.02609743211334736;-1.7139119626249093;-0.4007903326971622;-0.37188525044627446
33;0.6417151173155884;Isaiah Hartenstein;New Team;66;1801.8;706.1999999999999;4.118399999999999;615.78;223.74;58.74;71.28;100.98;0.61;522.72;0.69;94.38;0.20928870541872283;-1.002417082219522;0.6314424936721307;2.0686426322708638;0.5421742958362348;1.4964203399780054;-0.4539646393674425;2.333418067243518;-0.049568756992216405
34;0.6346748076890077;Nic Claxton;;66;1808.3999999999999;765.6;4.461600000000001;514.8;158.4;60.720000000000006;112.2;85.8;0.61;554.4;0.52;165;0.3291728658831716;-0.9972452823732985;0.1510667292125246;1.5224944076330245;0.606890789680687;2.872335252389184;-0.2059615225748031;2.4805758066115144;-1.0472557772609352
35;0.6180734601514197;Mikal Bridges;New Contract, New Team;82;2911;1385.8;164.74619999999996;242.72;305.86;75.44;43.46;125.46000000000001;0.5;1110.28;0.81;150.88;1.5808926692510334;1.4181389531511404;1.2351838125797348;0.050955400310156086;1.088015430786916;0.5609864967893695;-0.8539064245508292;1.0666503326106829;-0.5842555295654267
