Rank;Value;Player Name;Status;Games Played;Total Minutes;PTS;TPM;REB;AST;STL;BLK;TOV;FG%;FGA;FT%;FTA;zPTS;zTPM;zAST;zREB;zSTL;zBLK;zTOV;zFG%;zFT%
380;-0.433952987207783;Nolan Traore;;58;18.8;7.2;1.0464;1.53;3.52;0.48;0.24;1.85;0.4;6.73;0.71;1.18;-0.35488342200038203;-0.08139611121755477;0.7188873459314377;-0.9124828195328377;-0.5033690613891815;-0.45742036136281233;-0.8237714037517215;-1.0531455912205478;-0.43799546032644726
381;-0.4347509812668605;Cody Williams;;73;20.4;6.3;1.12;2.14;1.43;0.43;0.31;0.83;0.36;6.25;0.72;0.95;-0.4910837098583848;-0.0013750173935531045;-0.4001254877939971;-0.6629398436682814;-0.6292862774603286;-0.29234476450438335;0.4240831598239776;-1.5216888130877904;-0.3379980774590033
382;-0.4349816142271677;Keaton Wallace;;15;9.8;3.4;0.5084;1;1.98;0.51;0.15;0.68;0.4;3.38;0.85;0.29;-0.9299513040675046;-0.6663329111810444;-0.10564842628730374;-1.1292988477430261;-0.4278187317464931;-0.6696604144665066;0.6075911838792274;-0.5608127435618242;-0.032902332870033385
383;-0.4419188922588789;Jordan Walsh;New Contract;70;13.8;4.3;0.675;2.87;0.67;0.5;0.31;0.74;0.39;4.16;0.63;0.64;-0.793751016209502;-0.4851982069544321;-0.807039245512337;-0.36430644632217307;-0.45300217496072254;-0.29234476450438335;0.5341879742571275;-0.7651494420165983;-0.5506667081068896
384;-0.4421312142221467;Kris Murray;;70;15.3;4.5;0.4775;2.72;0.92;0.5;0.26;0.64;0.42;4.26;0.61;0.77;-0.7634842855743902;-0.6999287236696536;-0.6731860357365673;-0.4256694731741131;-0.45300217496072254;-0.4102559051175469;0.6565266569606274;-0.5064213256059541;-0.7037596611209994
385;-0.44347860396891264;Zeke Nnaji;Player Option, New Contract;21;8.8;2.7;0.2822;1.83;0.37;0.25;0.52;0.24;0.46;2.09;0.67;0.69;-1.0358848612903957;-0.912267305515136;-0.9676630972432605;-0.7897567658289576;-1.0825882553164583;0.20288202607090358;1.145881387774627;-0.1008221858441625;-0.4510883785273735
386;-0.4441120214815319;Tyler Kolek;;54;10.8;3;0.4898;0.9;2.7;0.43;0.11;0.63;0.37;2.74;0.79;0.68;-0.9904847653377281;-0.6865556332615664;0.27984881786691307;-1.1702075323109862;-0.6292862774603286;-0.7639893269570376;0.6687605252309774;-0.6440067086853097;-0.061087292418720684
387;-0.4458652332796804;Adou Thiero;Unrestricted Free Agent;71;11.8;3.5;0.2225;2.2;0.7;0.48;0.3;0.52;0.43;3.01;0.71;0.87;-0.9148179387499488;-0.9771757199348764;-0.7909768603392446;-0.6383946329275054;-0.5033690613891815;-0.31592699262701607;0.8033330762048272;-0.31171769567842006;-0.363741274075758
388;-0.45191011793830604;Jevon Carter;;15;10.1;4.3;0.9248000000000002;1.01;1.16;0.37;0.13;0.34;0.39;4.09;0.75;0.15;-0.793751016209502;-0.21360487492677452;-0.5446869543518283;-1.1252079792862302;-0.7803869367457051;-0.7168248707117721;1.023542705071127;-0.7533524477140483;-0.16291868657002043
389;-0.45668102534953925;Tidjane Salaün;;66;16.2;5.1;0.7192;4;1.01;0.3;0.17;0.77;0.38;4.44;0.71;1.37;-0.6726840936690551;-0.4371420609351269;-0.6249988802172901;0.09796168929577548;-0.9566710392453113;-0.6224959582212412;0.4974863694460775;-0.908079163990779;-0.4835060906089018
390;-0.45825455164258283;Dalen Terry;;53;10.8;3.9;0.4092;1.5;1.12;0.48;0.15;0.59;0.46;3.2;0.69;0.82;-0.8542844774797254;-0.7741874289438291;-0.5661034679159515;-0.9247554249032258;-0.5033690613891815;-0.6696604144665066;0.7176959983123774;-0.1203407187116891;-0.42928596928551443
391;-0.458908913307676;Sion James;;32;11.1;2.6;0.34299999999999997;1.82;0.99;0.5;0.14;0.51;0.43;2.11;0.73;0.55;-1.0510182266079515;-0.8461629236605261;-0.6357071369993518;-0.7938476342857537;-0.45300217496072254;-0.6932426425891394;0.8155669444751772;-0.23767051382995816;-0.23509591131085794
392;-0.46060189369273197;Kessler Edwards;Restricted Free Agent;48;9.8;2.5;0.41809999999999997;1.71;0.58;0.34;0.21;0.3;0.44;2.15;0.8;0.22;-1.0661515919255073;-0.7645109651526115;-0.855226401031614;-0.8388471873105097;-0.8559372663883934;-0.5281670457307105;1.072478178152527;-0.1946000803515427;-0.11445468349622615
393;-0.4629583017636521;PJ Hall;;15;5.9;3.1;0.22039999999999998;1.68;0.31;0.14;0.32;0.31;0.55;2.3;0.77;0.47;-0.9753514000201723;-0.9794589304923549;-0.9997878675894453;-0.8511197926808979;-1.359606130672982;-0.2687625363817506;1.060244309882177;0.34184856498774735;-0.13463093290519063
394;-0.4645209489628225;Lindy Waters III;;48;9.1;3.5;0.8739999999999999;1.2;0.55;0.27;0.15;0.23;0.42;3.03;0.76;0.14;-0.9148179387499488;-0.26883682555529764;-0.8712887862047064;-1.0474814786071058;-1.0322213688879995;-0.6696604144665066;1.158115256044977;-0.37870045352514264;-0.15579653071367258
395;-0.4687369610630994;Dillon Jones;;51;13.2;3;0.3161;2.98;1.44;0.43;0.08;0.71;0.43;2.72;0.64;0.53;-0.9904847653377281;-0.8754097636587005;-0.3947713594029663;-0.31930689329741707;-0.6292862774603286;-0.8347360113249356;0.5708895790681775;-0.28785804819392524;-0.45766910996007143
396;-0.47116801369903094;Antonio Reeves;;29;10.8;4.3;0.676;1.07;0.57;0.33;0.07;0.51;0.47;3.43;0.81;0.55;-0.793751016209502;-0.4841109638318234;-0.860580529422645;-1.100662768545454;-0.8811207096026229;-0.8583182394475684;0.8155669444751772;-0.050422450125357995;-0.027112390581481835
397;-0.4721125972345051;Bobi Klintman;;26;10.2;3.4;0.36719999999999997;1.95;0.54;0.38;0.17;0.6;0.46;2.77;0.78;0.64;-0.9299513040675046;-0.8198516400933952;-0.8766429145957372;-0.7406663443474056;-0.7552034935314758;-0.6224959582212412;0.7054621300420274;-0.11277948525851879;-0.09688436503729508
398;-0.4743654140713917;Jackson Rowe;;15;7.9;3.1;0.4653;1.6;0.49;0.3;0.22;0.32;0.44;2.63;0.76;0.36;-0.9753514000201723;-0.71319308976548;-0.9034135565508912;-0.8838467403352658;-0.9566710392453113;-0.5045848176080777;1.048010441611827;-0.2237414494461446;-0.1564970752830096
399;-0.47500739807005626;Jaden Hardy;;61;15.2;8;1.2046;1.41;1.34;0.4;0.06;1.28;0.42;6.98;0.75;1.28;-0.23381649945993518;0.0906057507791441;-0.44831264331327414;-0.9615732410143898;-0.7048366071030168;-0.8819004675702011;-0.12644091234177204;-0.7888609776869903;-0.21993098492007113
400;-0.4766435260081167;Brooks Barnhizer;Player Option, New Team, New Contract;27;8.1;2.5;0.2573;1.6;0.48;0.47;0.32;0.35;0.38;2.42;0.75;0.52;-1.0661515919255073;-0.9393396592680932;-0.908767684941922;-0.8838467403352658;-0.5285525046034109;-0.2687625363817506;1.0113088368007772;-0.5240934231303341;-0.1815864302875443
401;-0.47769175985100354;Daeqwon Plowden;;15;9.9;3.9;0.7258;1.64;0.32;0.24;0.2;0.44;0.44;3.2;0.77;0.43;-0.8542844774797254;-0.42996625632590935;-0.9944337391984145;-0.8674832665080818;-1.1077716985306878;-0.5517492738533432;0.9012040223676272;-0.2583468252459535;-0.13639432388454403
402;-0.48499906602603615;Blake Wesley;;37;14.3;5.1;0.4371;1.45;1.98;0.58;0.14;0.87;0.44;4.26;0.64;1.49;-0.6726840936690551;-0.7438533458230459;-0.10564842628730374;-0.9452097671872057;-0.2515346292468872;-0.6932426425891394;0.3751476867425776;-0.3227006819964294;-1.0052656941778364
403;-0.4853122334780935;Tyrese Proctor;Unrestricted Free Agent, New Contract, New Team;44;15.8;5.1;0.9384;1.63;1.83;0.36;0.1;0.96;0.38;4.83;0.77;0.61;-0.6726840936690551;-0.19881836845929615;-0.18596035215276552;-0.8715741349648778;-0.8055703799599346;-0.7875715550796702;0.26504287230942775;-0.9822150248499593;-0.12845906447671024
404;-0.49135200273158663;Isaac Jones;;17;7.1;3.3;0.0988;1.38;0.32;0.13;0.24;0.33;0.66;2.1;0.67;0.56;-0.9450846693850605;-1.1116676942015746;-0.9944337391984145;-0.9738458463847779;-1.3847895738872116;-0.45742036136281233;1.035776573341477;0.8046668973998242;-0.3953696109057294
405;-0.4937675483204489;Yanic Konan Niederhäuser;;19;8.8;3.1;0.0414;2.19;0.25;0.18;0.59;0.71;0.53;2.32;0.67;0.91;-0.9753514000201723;-1.1740754494393149;-1.03191263793563;-0.6424855013843015;-1.2588723578160643;0.36795762292933243;0.5708895790681775;0.2453238872926273;-0.5453816775786939
406;-0.4937676594554856;KJ Simpson;;32;10.8;4.1;0.4898;1.42;1.18;0.41;0.07;0.72;0.4;3.67;0.84;0.79;-0.8240177468446137;-0.6865556332615664;-0.5339786975697668;-0.9574823725575939;-0.6796531638887875;-0.8583182394475684;0.5586557107978275;-0.6034326020158723;0.14087380968857102
407;-0.49393785997148026;Jeff Green;Unrestricted Free Agent, New Contract;45;9.9;3.8;0.5181;1.33;0.51;0.14;0.17;0.29;0.46;3.07;0.81;0.59;-0.8694178427972813;-0.6557866528917398;-0.8927052997688295;-0.9943001886687579;-1.359606130672982;-0.6224959582212412;1.084712046422877;-0.11805476441189497;-0.017785948733471935
408;-0.4955793707655135;Xavier Tillman;;41;11.8;3.9;0.42;2.56;0.81;0.61;0.31;0.79;0.39;3.83;0.58;0.89;-0.8542844774797254;-0.762445203219655;-0.7320814480379059;-0.49112336848284927;-0.1759842996041988;-0.29234476450438335;0.4730186329053775;-0.7095350403045761;-0.9154343681617053
409;-0.49750849813880244;Hugo González;Unrestricted Free Agent, New Team, New Contract;71;16.2;4.7;0.6552;2.46;1.39;0.41;0.28;1.28;0.36;4.29;0.78;1.15;-0.7332175549392784;-0.5067256207820847;-0.42154200135812026;-0.5320320530508094;-0.6796531638887875;-0.3630914488722814;-0.12644091234177204;-1.0645798226152305;-0.05029390540085743
410;-0.49865327573499396;Hunter Tyson;Restricted Free Agent;15;9.8;3.9;0.6930000000000001;1.99;0.48;0.26;0.12;0.34;0.4;3.48;0.75;0.59;-0.8542844774797254;-0.46562783074747516;-0.908767684941922;-0.7243028705202216;-1.0574048121022288;-0.7404070988344048;1.023542705071127;-0.5755092464770132;-0.18511816558308142
411;-0.5006239495253314;Jordan Miller;;48;10.2;3.8;0.3161;1.27;0.67;0.33;0.1;0.5;0.44;3.22;0.85;0.76;-0.8694178427972813;-0.8754097636587005;-0.807039245512337;-1.018845399409534;-0.8811207096026229;-0.7875715550796702;0.8278008127455272;-0.25956104895822707;0.16554920654486274
412;-0.5126393645046988;Rayan Rupert;;46;12.2;4.8;0.4867;1.81;0.61;0.3;0.07;0.67;0.44;4.25;0.79;0.75;-0.7180841896217227;-0.6899260869416535;-0.8391640158585217;-0.7979385027425496;-0.9566710392453113;-0.8583182394475684;0.6198250521495774;-0.32209357014029283;-0.051383688694246664
413;-0.5130192974801582;Jamal Cain;;15;9.1;3.3;0.42840000000000006;1.36;0.36;0.37;0.13;0.37;0.44;2.63;0.74;0.76;-0.9450846693850605;-0.7533123609897415;-0.9730172256342915;-0.9820275832983698;-0.7803869367457051;-0.7168248707117721;0.9868411002600771;-0.2237414494461446;-0.22961968137041436
414;-0.513376910847328;Malaki Branham;;15;11.1;4.3;0.6536;1.11;0.88;0.21;0.05;0.68;0.46;3.55;0.85;0.53;-0.793751016209502;-0.5084652097782587;-0.6946025493006904;-1.08429929471827;-1.1833220281733763;-0.9054826956928338;0.6075911838792274;-0.12649521105728406;0.06843462342503602
415;-0.5139151069625699;Ousmane Dieng;;29;9.1;3.3;0.5152;1.7;0.7;0.26;0.11;0.43;0.43;2.92;0.75;0.39;-0.9450846693850605;-0.6589396579473051;-0.7909768603392446;-0.8429380557673056;-1.0574048121022288;-0.7639893269570376;0.9134378906379772;-0.3043129774935771;-0.17502749330934744
416;-0.5143949747988719;Enrique Freeman;;46;10.9;3;0.13440000000000002;2.01;0.53;0.24;0.22;0.32;0.49;2.33;0.69;0.88;-0.9904847653377281;-1.0729618390367044;-0.881997042986768;-0.7161211336066297;-1.1077716985306878;-0.5045848176080777;1.048010441611827;0.0456861177258228;-0.44933003542090066
417;-0.5163731401742293;A.J. Lawson;Unrestricted Free Agent;48;10.1;4.7;0.6138;1.52;0.55;0.28;0.11;0.35;0.44;3.84;0.68;0.95;-0.7332175549392784;-0.5517374860580856;-0.8712887862047064;-0.9165736879896338;-1.00703792567377;-0.7639893269570376;1.0113088368007772;-0.2972019840386986;-0.5176203465076307
418;-0.517173847938575;Dwight Powell;Unrestricted Free Agent;18;7.9;1.6;0.0108;1.63;0.68;0.26;0.22;0.31;0.68;0.9;0.65;0.5;-1.2023518797835102;-1.207345088991142;-0.8016851171213061;-0.8715741349648778;-1.0574048121022288;-0.5045848176080777;1.060244309882177;0.3470591392500258;-0.41692223000823564
419;-0.5207046183212385;Olivier-Maxence Prosper;;31;9.9;3.8;0.2241;1.83;0.7;0.37;0.11;0.24;0.46;3;0.66;1.24;-0.8694178427972813;-0.9754361309387025;-0.7909768603392446;-0.7897567658289576;-0.7803869367457051;-0.7639893269570376;1.145881387774627;-0.11682386594277427;-0.7454352231160707
420;-0.5216157085017604;Bronny James;;55;11.2;3.7;0.5394;1.14;1.19;0.49;0.13;0.64;0.37;3.55;0.74;0.69;-0.884551208114837;-0.6326283743801742;-0.528624569178736;-1.072026689347882;-0.478185618174952;-0.7168248707117721;0.6565266569606274;-0.8154475922478266;-0.2227791113202906
421;-0.5227083721202523;Koby Brea;;31;10.1;3.3;0.9321;1.16;0.47;0.18;0.1;0.29;0.4;2.79;0.78;0.17;-0.9450846693850605;-0.20566800013173103;-0.9141218133329527;-1.06384495243429;-1.2588723578160643;-0.7875715550796702;1.084712046422877;-0.47410337636219646;-0.13982067096318387
422;-0.5228210638471835;David Jones Garcia;;15;9.2;4;0.594;1.33;0.45;0.39;0.13;0.55;0.41;3.52;0.75;0.65;-0.8391511121621695;-0.5732648998857383;-0.9248300701150143;-0.9943001886687579;-0.7300200503172463;-0.7168248707117721;0.7666314713937772;-0.5054844868928995;-0.18814536726483172
423;-0.5245846716036451;Jamison Battle;;46;8.9;3.1;0.7953999999999999;1.39;0.37;0.14;0.08;0.24;0.42;2.61;0.91;0.12;-0.9753514000201723;-0.3542941349923428;-0.9676630972432605;-0.969754977927982;-1.359606130672982;-0.8347360113249356;1.145881387774627;-0.3350884484243594;-0.07064923160139723
424;-0.5266363634760213;Ben Saraf;;46;17.3;6.1;0.5824;1.97;2.16;0.63;0.14;1.44;0.37;6.14;0.72;1.2;-0.5213504404934965;-0.5858769201079993;-0.009274115248749475;-0.7324846074338136;-0.1256174131757399;-0.6932426425891394;-0.32218280466737176;-1.3636351088241523;-0.3860632187437289
425;-0.5267329810126304;Kam Jones;;44;11.8;4.4;0.8481;1.33;1.25;0.41;0.08;0.75;0.38;4.26;0.68;0.4;-0.778617650891946;-0.2969964224308633;-0.49649979883255124;-0.9943001886687579;-0.6796531638887875;-0.8347360113249356;0.5219541059867775;-0.873862612825003;-0.3078850862376063
426;-0.5274986154627515;Jordan McLaughlin;;43;8.1;1.9;0.42179999999999995;0.74;1.44;0.35;0.07;0.38;0.39;1.65;0.77;0.28;-1.1569517838308425;-0.7604881655989593;-0.3947713594029663;-1.2356614276197222;-0.8307538231741641;-0.8583182394475684;0.9746072319897271;-0.34214293202498164;-0.14300704005528622
427;-0.5290700248595726;Jett Howard;;48;11.8;4.7;0.9024;1.18;0.63;0.24;0.2;0.69;0.42;4.21;0.66;0.39;-0.7332175549392784;-0.23795912087321;-0.8284557590764602;-1.0556632155206982;-1.1077716985306878;-0.5517492738533432;0.5953573156088775;-0.501229420236816;-0.34094149631453663
428;-0.5309599704933103;Jaden Springer;New Contract;43;7.1;1.9;0.24570000000000003;1.07;0.61;0.48;0.1;0.31;0.39;1.65;0.76;0.54;-1.1569517838308425;-0.9519516794903542;-0.8391640158585217;-1.100662768545454;-0.5033690613891815;-0.7875715550796702;1.060244309882177;-0.34214293202498164;-0.15707024810296388
429;-0.5339772685253481;AJ Johnson;;41;13.7;4.6;0.4872;1.27;1.39;0.26;0.08;0.8;0.42;4.26;0.82;0.59;-0.7483509202568344;-0.6893824653803491;-0.42154200135812026;-1.018845399409534;-1.0574048121022288;-0.8347360113249356;0.4607847646350275;-0.5064213256059541;0.010102754074796156
430;-0.5358237344514328;Kobe Brown;;46;8.1;2.8;0.2291;1.64;0.69;0.23;0.11;0.42;0.5;2.33;0.67;0.32;-1.0207514959728399;-0.969999915325659;-0.7963309887302754;-0.8674832665080818;-1.1329551417449173;-0.7639893269570376;0.9256717589083272;0.09592896002339188;-0.2925041937558037
431;-0.5359997027332606;RayJ Dennis;;15;9.2;3.1;0.608;1.12;1.54;0.33;0.07;0.58;0.37;2.92;0.75;0.44;-0.9753514000201723;-0.5580434961692162;-0.3412300754926584;-1.080208426261474;-0.8811207096026229;-0.8583182394475684;0.7299298665827274;-0.6821046828103166;-0.1775501613780435
432;-0.5389780955486871;Andre Jackson Jr.;;28;9.1;2;0.1872;1.75;0.76;0.35;0.13;0.52;0.49;1.71;0.53;0.21;-1.1418184185132867;-1.015555402162964;-0.7588520899930599;-0.8224837134833257;-0.8307538231741641;-0.7168248707117721;0.8033330762048272;0.01648032406428094;-0.3843279421687196
433;-0.5398765634773262;Drake Powell;;48;10.8;2.8;0.5338;1.39;0.5;0.27;0.2;0.33;0.4;2.51;0.66;0.41;-1.0207514959728399;-0.6387169358667829;-0.8980594281598604;-0.969754977927982;-1.0322213688879995;-0.5517492738533432;1.035776573341477;-0.43295316819965246;-0.35045899576895145
434;-0.5409276809179313;Keshad Johnson;;17;7.9;2.7;0.198;1.8;0.38;0.23;0.17;0.32;0.51;2.08;0.64;0.57;-1.0358848612903957;-1.00381317643879;-0.9623089688522298;-0.8020293711993456;-1.1329551417449173;-0.6224959582212412;1.048010441611827;0.12361354217643744;-0.4804856343027257
435;-0.5410344056940719;Isaiah Livers;Unrestricted Free Agent;15;8.8;2.6;0.5700000000000001;1.05;0.29;0.22;0.16;0.27;0.42;2.13;0.79;0.26;-1.0510182266079515;-0.5993587348283473;-1.010496124371507;-1.1088445054590461;-1.1581385849591468;-0.6460781863438739;1.109179782963577;-0.2852461568805833;-0.11930891475976783
436;-0.543311874023383;Ryan Nembhard;Player Option, New Contract;48;10.1;3.1;0.42240000000000005;1;2.49;0.3;0.04;0.94;0.41;2.83;0.75;0.44;-0.9753514000201723;-0.7598358197253938;0.16741212165526656;-1.1292988477430261;-0.9566710392453113;-0.9290649238154666;0.28951060885012775;-0.4189574047884275;-0.1775501613780435
437;-0.5455413898270309;Drew Peterson;;17;6.9;2.5;0.6360000000000001;1.47;0.39;0.19;0.08;0.29;0.41;1.88;0.77;0.38;-1.0661515919255073;-0.5276006887361719;-0.9569548404611989;-0.9370280302736139;-1.233688914601835;-0.8347360113249356;1.084712046422877;-0.29982591493437083;-0.1385985626085225
438;-0.5460322941097373;Chaz Lanier;;34;10.1;3.6;0.7632;1.2;0.48;0.25;0.08;0.46;0.4;3.17;0.79;0.41;-0.8996845734323929;-0.38930336354034334;-0.908767684941922;-1.0474814786071058;-1.0825882553164583;-0.8347360113249356;0.8767362858269272;-0.529950087439925;-0.09851547821147999
439;-0.5482702640998022;E.J. Liddell;;45;7.1;2.7;0.44799999999999995;1.39;0.44;0.17;0.21;0.29;0.4;2.16;0.76;0.7;-1.0358848612903957;-0.7320023957866109;-0.9301841985060451;-0.969754977927982;-1.2840558010302938;-0.5281670457307105;1.084712046422877;-0.38151540799646;-0.1575797350525983
440;-0.5482905763362401;Colby Jones;;15;8.1;2.4;0.23099999999999998;1.22;0.63;0.37;0.13;0.33;0.46;1.96;0.64;0.53;-1.0812849572430632;-0.9679341533927024;-0.8284557590764602;-1.0392997416935141;-0.7803869367457051;-0.7168248707117721;1.035776573341477;-0.09853623154434941;-0.45766910996007143
441;-0.5504400230075347;Cam Christie;;46;7.1;3.3;0.5544;0.93;0.52;0.19;0.08;0.24;0.44;2.77;0.74;0.38;-0.9450846693850605;-0.6163197275410434;-0.8873511713777987;-1.157934926940598;-1.233688914601835;-0.8347360113249356;1.145881387774627;-0.2322410154320651;-0.19248515823910212
442;-0.5536912196275338;Tyson Etienne;;17;8.8;3.9;0.8184;0.75;0.62;0.25;0.04;0.36;0.37;3.38;0.82;0.76;-0.8542844774797254;-0.32928754317234216;-0.8338098874674909;-1.2315705591629262;-1.0825882553164583;-0.9290649238154666;0.9990749685304271;-0.7794661722408812;0.05777587347705974
443;-0.5564505734828782;Pacôme Dadiet;;46;13.2;3.6;0.7392000000000001;1.81;0.54;0.37;0.13;0.55;0.34;3.4;0.72;0.67;-0.8996845734323929;-0.4153971984829525;-0.8766429145957372;-0.7979385027425496;-0.7803869367457051;-0.7168248707117721;0.7666314713937772;-1.0036465168091226;-0.2841651192194486
444;-0.5581602252506165;Micah Peavy;Unrestricted Free Agent, New Team;46;11.1;3.3;0.24069999999999997;1.68;0.61;0.4;0.14;0.68;0.44;3.09;0.66;0.49;-0.9450846693850605;-0.957387895103398;-0.8391640158585217;-0.8511197926808979;-0.7048366071030168;-0.6932426425891394;0.6075911838792274;-0.2516685948284486;-0.3885289935862926
445;-0.5627561191074975;RJ Luis Jr.;Unrestricted Free Agent, New Team;51;10.9;4;0.3375;1.9;0.7;0.43;0.14;0.93;0.4;3.94;0.76;0.68;-0.8391511121621695;-0.8521427608348741;-0.7909768603392446;-0.7611206866313857;-0.6292862774603286;-0.6932426425891394;0.3017444771204776;-0.6431131598868794;-0.15751604918393272
446;-0.5641586306977094;Alijah Martin;New Contract;17;8.1;3.1;0.5576;1.35;0.51;0.3;0.07;0.45;0.4;2.71;0.73;0.46;-0.9753514000201723;-0.6128405495486955;-0.8927052997688295;-0.9861184517551659;-0.9566710392453113;-0.8583182394475684;0.8889701540972772;-0.46234617403004197;-0.22204667656087726
447;-0.5688216603834104;Tyler Smith;;15;6.1;2.2;0.308;1.22;0.25;0.19;0.21;0.29;0.44;1.97;0.73;0.25;-1.1115516878781748;-0.8842164329518312;-1.03191263793563;-1.0392997416935141;-1.233688914601835;-0.5281670457307105;1.084712046422877;-0.1836720669410563;-0.19159846214081883
448;-0.5761773106868505;Javon Small;;17;8.1;3;0.5504;1.02;1.18;0.25;0.07;0.68;0.38;2.64;0.81;0.58;-0.9904847653377281;-0.6206687000314782;-0.5339786975697668;-1.121117110829434;-1.0825882553164583;-0.8583182394475684;0.6075911838792274;-0.5659136523329682;-0.020117559195480306
449;-0.5763291430015912;Trey Alexander;;48;8.9;3.5;0.4864;1.04;0.91;0.23;0.09;0.43;0.39;3.35;0.77;0.55;-0.9148179387499488;-0.6902522598784362;-0.678540164127598;-1.112935373915842;-1.1329551417449173;-0.811153783202303;0.9134378906379772;-0.628641365087083;-0.13110415094617003
450;-0.5765273979492365;Elijah Harkless;;15;9.2;2.8;0.5673;1.41;0.47;0.42;0.07;0.5;0.36;2.6;0.68;0.47;-1.0207514959728399;-0.6022942912593909;-0.9141218133329527;-0.9615732410143898;-0.654469720674558;-0.8583182394475684;0.8278008127455272;-0.6704399277689237;-0.3345786648180324
451;-0.579043866931655;Doug McDermott;Unrestricted Free Agent, New Contract;34;8.1;3.1;0.9265999999999999;0.45;0.28;0.11;0.02;0.13;0.42;2.56;0.66;0.08;-0.9753514000201723;-0.21164783730607917;-1.0158502527625377;-1.3542966128668064;-1.4351564603156703;-0.9762293800607319;1.280453938748477;-0.32989654305521743;-0.19342025474615654
452;-0.5851031352707133;Noah Penda;New Contract;46;10.8;2.9;0.3612;1.79;0.82;0.4;0.14;0.84;0.39;2.62;0.69;0.76;-1.0056181306552838;-0.8263750988290475;-0.7267273196468752;-0.8061202396561417;-0.7048366071030168;-0.6932426425891394;0.4118492915536276;-0.5056155673604573;-0.4092419031500858
453;-0.586060207206022;Hunter Sallis;;17;9.9;3.1;0.4123;1.23;0.61;0.29;0.12;0.63;0.4;2.91;0.78;0.51;-0.9753514000201723;-0.770816975263742;-0.8391640158585217;-1.035208873236718;-0.9818544824595407;-0.7404070988344048;0.6687605252309774;-0.49173917986042776;-0.10876036455164788
454;-0.5860640654186681;Bryce McGowens;;48;7.9;3.4;0.2784;0.86;0.44;0.18;0.09;0.37;0.45;2.56;0.78;1;-0.9299513040675046;-0.9163988293810492;-0.9301841985060451;-1.1865710061381702;-1.2588723578160643;-0.811153783202303;0.9868411002600771;-0.1642892281521671;-0.06399698176478617
455;-0.5983104336928432;John Tonje;;15;8.1;2.7;0.4318;1.13;0.35;0.19;0.07;0.38;0.4;2.25;0.8;0.66;-1.0358848612903957;-0.7496157343728721;-0.9783713540253222;-1.076117557804678;-1.233688914601835;-0.8583182394475684;0.9746072319897271;-0.39474226062013973;-0.032662213062504795
456;-0.6002718634003958;Kasparas Jakučionis;;30;9.9;3.2;0.4116;1.59;1.43;0.25;0.08;1.01;0.38;2.92;0.79;0.76;-0.9602180347026164;-0.7715780454495682;-0.4001254877939971;-0.8879376087920618;-1.0825882553164583;-0.8347360113249356;0.2038735309576777;-0.6191393985908602;-0.049997459590742505
457;-0.6007800582084742;Luke Travers;;17;7.9;2.2;0.2225;1.77;0.73;0.24;0.16;0.69;0.4;2.17;0.74;0.33;-1.1115516878781748;-0.9771757199348764;-0.7749144751661522;-0.8143019765697337;-1.1077716985306878;-0.6460781863438739;0.5953573156088775;-0.38298505828798013;-0.18759903677366666
458;-0.6045209404620793;Kevon Harris;Restricted Free Agent;15;6.1;2.6;0.29879999999999995;0.98;0.34;0.2;0.07;0.34;0.45;1.96;0.75;0.69;-1.0510182266079515;-0.8942190696798314;-0.9837254824163529;-1.137480584656618;-1.2085054713876056;-0.8583182394475684;1.023542705071127;-0.14080059331463385;-0.1901635017192785
459;-0.6082409508569477;Will Riley;;48;12.2;3.7;0.519;1.78;0.78;0.2;0.13;0.78;0.39;3.41;0.72;0.74;-0.884551208114837;-0.6548081340813919;-0.7481438332109983;-0.8102111081129376;-1.2085054713876056;-0.7168248707117721;0.4852525011757275;-0.6387530744892702;-0.2976233587794438
460;-0.6106780166452429;Garrett Temple;Unrestricted Free Agent, New Contract;15;7.1;1.6;0.2697;0.9;0.6;0.3;0.11;0.27;0.33;1.75;0.76;0.29;-1.2023518797835102;-0.925857844547745;-0.8445181442495524;-1.1702075323109862;-0.9566710392453113;-0.7639893269570376;1.109179782963577;-0.5854119909358187;-0.15627417474080132
461;-0.6114316951372535;Sidy Cissoko;;17;7.1;2.5;0.2158;0.98;0.74;0.22;0.14;0.54;0.47;2.08;0.65;0.5;-1.0661515919255073;-0.9844602488563549;-0.7695603467751214;-1.137480584656618;-1.1581385849591468;-0.6932426425891394;0.7788653396641272;-0.05579436612928493;-0.41692223000823564
462;-0.6209249405564643;JD Davison;;15;6.1;2.4;0.387;0.87;1.01;0.2;0.09;0.5;0.38;2.28;0.73;0.39;-1.0812849572430632;-0.7983242262657425;-0.6249988802172901;-1.182480137681374;-1.2085054713876056;-0.811153783202303;0.8278008127455272;-0.4974805500013821;-0.21189727175494502
463;-0.6255967578179628;Thanasis Antetokounmpo;Unrestricted Free Agent, New Contract;46;6.9;1.9;0.0162;1.47;0.48;0.23;0.15;0.47;0.54;1.45;0.56;0.52;-1.1569517838308425;-1.2014739761290547;-0.908767684941922;-0.9370280302736139;-1.1329551417449173;-0.6696604144665066;0.8645024175565772;0.16056771676981585;-0.648603923301201
