Rank;Value;Player Name;Status;Games Played;Total Minutes;PTS;TPM;REB;AST;STL;BLK;TOV;FG%;FGA;FT%;FTA;zPTS;zTPM;zAST;zREB;zSTL;zBLK;zTOV;zFG%;zFT%
464;-0.6259071303626951;Isaiah Stevens;;15;4.9;1.9;0.2925;0.48;0.74;0.14;0.03;0.25;0.43;1.59;0.81;0.28;-1.1569517838308425;-0.9010687013522664;-0.7695603467751214;-1.3420240074964183;-1.359606130672982;-0.9526471519380991;1.133647519504277;-0.1948876976507788;-0.0900658730520236
465;-0.6292002782886477;Spencer Jones;;17;6.1;1.8;0.18689999999999998;0.79;0.27;0.2;0.13;0.23;0.4;1.85;0.78;0.22;-1.1720851491483983;-1.0158815750997467;-1.0212043811535685;-1.2152070853357422;-1.2085054713876056;-0.7168248707117721;1.158115256044977;-0.33595624895932874;-0.1352529788466432
466;-0.6382188421919749;Riley Minix;;17;4;1.2;0.1584;0.99;0.17;0.13;0.09;0.21;0.45;1.02;0.81;0.2;-1.2628853410537337;-1.0468680040940952;-1.0747456650638765;-1.133389716199822;-1.3847895738872116;-0.811153783202303;1.182582992585677;-0.10400173206889075;-0.10871875674351825
467;-0.6419613926306877;Emanuel Miller;;15;4;1.6;0.0456;1.05;0.22;0.14;0.05;0.18;0.49;1.33;0.73;0.32;-1.2023518797835102;-1.1695090283243583;-1.0479750231087224;-1.1088445054590461;-1.359606130672982;-0.9054826956928338;1.219284597396727;-0.0014200010830401285;-0.20174786694842387
468;-0.6477318289397918;Harrison Ingram;;17;6.1;1.5;0.1716;1.28;0.39;0.2;0.06;0.3;0.41;1.47;0.62;0.28;-1.217485245101066;-1.0325163948756602;-0.9569548404611989;-1.014754530952738;-1.2085054713876056;-0.8819004675702011;1.072478178152527;-0.24841127194466256;-0.3415364163175207
469;-0.6498104880259625;Ulrich Chomche;;8;4;0.9;0.07020000000000001;1.23;0.23;0.15;0.18;0.26;0.41;0.86;0.56;0.19;-1.308285437006401;-1.142762847508184;-1.0426208947176916;-1.035208873236718;-1.3344226874587526;-0.5989137300986086;1.121413651233927;-0.1719163153012065;-0.3355772581400278
470;-0.6509339496023987;Joe Ingles;Unrestricted Free Agent, New Contract;45;5.9;1.4;0.34;0.54;1.04;0.12;0.03;0.44;0.4;1.23;0.81;0.05;-1.2326186104186219;-0.8494246530283521;-0.6089364950441978;-1.3174787967556423;-1.409973017101441;-0.9526471519380991;0.9012040223676272;-0.2448379308849656;-0.14369291361789596
471;-0.6525156027917985;Daniss Jenkins;;17;5.1;1.6;0.2697;0.52;0.6;0.16;0.07;0.25;0.38;1.57;0.74;0.23;-1.2023518797835102;-0.925857844547745;-0.8445181442495524;-1.3256605336692344;-1.309239244244523;-0.8583182394475684;1.133647519504277;-0.36251526484735475;-0.1778267938409766
472;-0.6526959690348979;Isaiah Crawford;;15;3.9;1.3;0.14040000000000002;0.66;0.2;0.17;0.12;0.17;0.41;1.11;0.71;0.34;-1.2477519757361775;-1.066438380301052;-1.058683279890784;-1.26838837527409;-1.2840558010302938;-0.7404070988344048;1.231518465667077;-0.20326670736825328;-0.23679056854610367
473;-0.661582958411519;Yuki Kawamura;;15;3.9;1.3;0.2848;0.48;0.81;0.12;0.03;0.25;0.33;1.14;0.8;0.35;-1.2477519757361775;-0.9094404733963535;-0.7320814480379059;-1.3420240074964183;-1.409973017101441;-0.9526471519380991;1.133647519504277;-0.4036873451759274;-0.09028872632562539
474;-0.6675745217577301;Tolu Smith;;17;8.1;2.7;0.004;2.23;0.37;0.18;0.11;0.66;0.45;2.38;0.65;0.88;-1.0358848612903957;-1.214738342224881;-0.9676630972432605;-0.6261220275571174;-1.2588723578160643;-0.7639893269570376;0.6320589204199274;-0.15724263770091337;-0.6157169654498288
475;-0.6853096854379203;Jacob Toppin;;17;3;1;0.1462;0.62;0.22;0.08;0.07;0.13;0.39;0.95;0.74;0.14;-1.2931520716888452;-1.0601323701899215;-1.0479750231087224;-1.2847518491012742;-1.5107067899583588;-0.8583182394475684;1.280453938748477;-0.22417298899914156;-0.16903177519592674
476;-0.6874998796527597;Pete Nance;New Team;17;3;0.9;0.171;0.55;0.2;0.06;0.06;0.12;0.44;0.7;0.63;0.1;-1.308285437006401;-1.0331687407492254;-1.058683279890784;-1.3133879282988463;-1.5610736763868178;-0.8819004675702011;1.2926878070188268;-0.1065688612109275;-0.21711833278046053
477;-0.6884833198416791;Trentyn Flowers;;15;3.9;1.7;0.11220000000000001;0.74;0.17;0.08;0.03;0.16;0.46;1.44;0.68;0.36;-1.1872185144659542;-1.097098636358618;-1.0747456650638765;-1.2356614276197222;-1.5107067899583588;-0.9526471519380991;1.243752333937427;-0.08939241434504219;-0.29263161276286825
478;-0.7012377609923783;Jamaree Bouyea;;15;3.1;0.9;0.0961;0.29;0.4;0.11;0.05;0.26;0.45;0.83;0.68;0.12;-1.308285437006401;-1.1146032506326182;-0.9516007120701683;-1.4197505081755424;-1.4351564603156703;-0.9054826956928338;1.121413651233927;-0.09656366437015759;-0.20111077190194004
479;-0.7648017495699971;Fred VanVleet;New Contract;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.4444857248644039;-1.2190873147153158;-1.1657658477113997;-1.5383856934226265;-1.7121743356721941;-1.0233938363059973;1.4394942262630268;-0.0640700824904932;-0.15534713721057092
